nbfc_id,nbfc_name,layer,region,quarter,period_end,sector,loan_outstanding_cr,gnpa_pct,nnpa_pct,crar_pct,roa_pct
NBFC046,BaseFin 46 Ltd,Base Layer,South,FY22Q2,30-09-2021,Infrastructure,282.28,4.923,2.068,23.2,1.324
NBFC032,MiddleFin 32 Ltd,Middle Layer,North,FY21Q4,31-03-2021,Retail (Personal/Unsecured),12094.98,9.745,4.385,27.06,1.045
NBFC017,MiddleFin 17 Ltd,Middle Layer,North,FY25Q2,2024-09-30,Infrastructure,"23,354.31",2.786,0.669,24.35,3.213
NBFC029,MiddleFin 29 Ltd,Middle Layer,Central,FY23Q2,2022-09-30,Microfinance,18862.46,9.33,3.359,29.42%,2.308
NBFC041,BaseFin 41 Ltd,Base Layer,South,FY22Q2,30-09-2021,Infrastructure,174.49,4.933,2.072,24.65,1.493
NBFC015,UpperFin 15 Ltd,Upper Layer,West,FY23Q2,2022-09-30,Retail (Vehicle),"20,608.12",4.667,-,30.39,1.825
NBFC023,MiddleFin 23 Ltd,Middle Layer,East,FY25Q4,2025-03-31,Retail (Vehicle),36973.87,2.867,0.602,-,2.926
NBFC030,MiddleFin 30 Ltd,  Middle Layer ,West,FY22Q2,30/09/2021,Retail (Personal/Unsecured),17331.21,9.697,4.073,26.46,1.416
NBFC018,MiddleFin 18 Ltd,Middle Layer,East,FY25Q2,30/09/2024,Retail (Housing),35326.74,1.641,0.394,23.49%,3.295
NBFC015,UpperFin 15 Ltd,Upper Layer,West,FY24Q2,30/09/2023,Wholesale/Corporate,14562.54,3.857,1.157,30.49,3.442
NBFC044,BaseFin 44 Ltd,Base Layer,Central,FY22Q2,30/09/2021,Infrastructure,306.23,4.995,2.098,28.23,1.891
NBFC027,MiddleFin 27 Ltd,Middle Layer,North,FY25Q4,31-03-2025,Wholesale/Corporate,"20,069.16",3.049,,26.34,2.744
NBFC016,MiddleFin 16 Ltd,middle layer,South,FY25Q2,30/09/2024,Retail (Housing),28790.69,1.652,0.396,28.39,3.583
NBFC043,BaseFin 43 Ltd,Base Layer,East,FY25Q2,30/09/2024,MSME,2569.45,3.936,0.945,25.71,3.27
NBFC033,MiddleFin 33 Ltd,Middle Layer,East,FY24Q2,2023-09-30,MSME,13424.52,4.564,1.369,24.79%,3.278
NBFC011,UpperFin 11 Ltd,Upper Layer,South,FY22Q4,2022-03-31,Microfinance,3043.84,10.684,4.167,24.57,1.441
NBFC051,BaseFin 51 Ltd,base layer,South,FY23Q4,31/03/2023,Wholesale/Corporate,723.38,4.167,1.375,29.19,2.469
NBFC013,UpperFin 13 Ltd,Upper Layer,East,FY23Q4,2023-03-31,  Microfinance ,3345.22,7.188,2.372,28.63,3.488
NBFC040,MiddleFin 40 Ltd,Middle Layer,West,FY23Q2,30-09-2022,Wholesale/Corporate,9110.03,5.07,1.825,26.82,1.895
NBFC029,MiddleFin 29 Ltd,Middle Layer,Central,FY23Q4,31/03/2023,Retail (Vehicle),27163.91,3.637%,1.2,28.21,2.964
NBFC012,UpperFin 12 Ltd,UL,North,FY24Q2,30/09/2023,Retail (Housing),20688.3,1.796,0.539,27.61,3.564
NBFC055,BaseFin 55 Ltd,BL,West,FY23Q4,31/03/2023,Microfinance,2304.25,7.246,2.391,28.86,2.942
NBFC028,MiddleFin 28 Ltd,Middle Layer,East,FY24Q2,2023-09-30,MSME,37172.75,4.366,1.31,26.44,3.593
NBFC015,UpperFin 15 Ltd,UL,West,FY25Q4,31-03-2025,Retail (Vehicle),30751.19,2.781,0.584,23.58,2.64
NBFC003,UpperFin 03 Ltd,Upper Layer,East,FY24Q4,2024-03-31,Wholesale/Corporate,20609.24,2.634,0.711,29.42,3.134
NBFC042,BaseFin 42 Ltd,Base Layer,North,FY21Q4,2021-03-31,Retail (Gold),2673.64,2.012,0.905,23.31,1.545
NBFC058,BaseFin 58 Ltd,Base Layer,East,FY24Q2,30-09-2023,Retail (Vehicle),"1,879.36",3.496,1.049,29.13,2.789
NBFC032,MiddleFin 32 Ltd,Middle Layer,North,FY25Q4,31-03-2025,Microfinance,18632.05,6.005,1.261,24.83,2.233
NBFC025,MiddleFin 25 Ltd,Middle Layer,West,FY23Q2,30-09-2022,Infrastructure,5965.29,3.909,1.407,26.96,1.577
NBFC010,UpperFin 10 Ltd,Upper Layer,West,FY23Q2,30-09-2022,Retail (Personal/Unsecured),"9,928.50",7.61,2.74,28.24,2.696
NBFC048,BaseFin 48 Ltd,  Base Layer ,East,FY22Q2,30-09-2021,MSME,1656.69,7.332,N/A,28.81,1.534
NBFC030,MiddleFin 30 Ltd,Middle Layer,West,FY22Q4,31/03/2022,Infrastructure,10432.91,4.779%,1.864,28.17,2.041
NBFC019,MiddleFin 19 Ltd,  Middle Layer ,Central,FY22Q4,31/03/2022,Wholesale/Corporate,14430.77,6.148,2.398,23.78%,1.827
NBFC041,BaseFin 41 Ltd,Base Layer,South,FY21Q4,31-03-2021,Wholesale/Corporate,495.6,6.646%,2.991,25.64,1.068
NBFC017,MiddleFin 17 Ltd,Middle Layer,North,FY22Q4,2022-03-31,Retail (Vehicle),30770.44,5.213,2.033,24.07,N/A
NBFC047,BaseFin 47 Ltd,Base Layer,North,FY24Q4,31/03/2024,MSME,1408.66,,0.749,26.84,3.395
NBFC015,UpperFin 15 Ltd,Upper Layer,West,FY24Q2,2023-09-30,Retail (Personal/Unsecured),12135.45,5.897,1.769,24.89,2.981
NBFC001,UpperFin 01 Ltd,Upper Layer,South,FY21Q4,31-03-2021,Retail (Personal/Unsecured),0,9.512,4.28,26.93,1.094
NBFC042,BaseFin 42 Ltd,base layer,North,FY25Q2,30-09-2024,MSME,3512.31,4.032,0.968,24.96,3.437
NBFC007,UpperFin 07 Ltd,Upper Layer,North,FY23Q2,30/09/2022,Retail (Gold),3109.63,1.623,0.584,24.65,1.629
NBFC030,MiddleFin 30 Ltd,Middle Layer,West,FY25Q4,31/03/2025,Wholesale/Corporate,21064.34,3.314,0.696,26.2,2.942
NBFC048,BaseFin 48 Ltd,Base Layer,East,FY25Q4,2025-03-31,M.S.M.E,2818.96,3.633,0.763,26.75,3.373
NBFC009,UpperFin 09 Ltd,Upper Layer,Central,FY22Q2,30-09-2021,MSME,14000.98,7.307,3.069,26.36%,1.764
NBFC010,UpperFin 10 Ltd,Upper Layer,West,FY22Q2,30-09-2021,Microfinance,3482.73,11.764,4.941,24.06,1.782
NBFC036,MiddleFin 36 Ltd,ML,South,FY23Q4,2023-03-31,Retail (Gold),10533.33,1.22,0.403,27.81%,2.986
NBFC006,UpperFin 06 Ltd,Upper Layer,South,FY23Q2,30-09-2022,MSME,16906.92,5.745,2.068,26.49,2.173
NBFC052,BaseFin 52 Ltd,BASE LAYER,North,FY25Q2,2024-09-30,Infrastructure,399.2,2.771,0.665,27.78,3.466
NBFC034,MiddleFin 34 Ltd,Middle Layer,Central,FY21Q4,31/03/2021,Retail (Vehicle),12803.7,6.162,2.773,23.66,1.599
NBFC004,UpperFin 04 Ltd,Upper Layer,Central,FY23Q2,2022-09-30,Wholesale/Corporate,8926.5,5.246,1.889,25.02,2.013
NBFC035,MiddleFin 35 Ltd,Middle Layer,West,FY22Q4,31/03/2022,Retail (Gold),15329.05,1.753,0.684,28.18,1.409
NBFC025,MiddleFin 25 Ltd,Middle Layer,West,FY22Q4,31-03-2022,Retail (Gold),6888.63,1.904,0.743,27.12,2.269
NBFC056,BaseFin 56 Ltd,Base Layer,South,FY22Q4,2022-03-31,retail (housing),622.81,2.874,1.121,26.71,2.149
NBFC033,MiddleFin 33 Ltd,Middle Layer,East,FY24Q2,2023-09-30,Retail (Housing),11746.45,1.871,0.561,27.14,3.236
NBFC055,BaseFin 55 Ltd,Base Layer,West,FY22Q2,30-09-2021,Infrastructure,187.09,5.063,2.126,27.38%,1.6
NBFC058,BaseFin 58 Ltd,Base Layer,East,FY25Q4,2025-03-31,Retail (Vehicle),2381.15,2.996,0.629,25.71,2.609
NBFC014,UpperFin 14 Ltd,UPPER LAYER,Central,FY22Q4,31/03/2022,Retail (Vehicle),17911.24,5.669,2.211,24.84,2.127
NBFC054,BaseFin 54 Ltd,Base Layer,Central,FY23Q4,31-03-2023,Microfinance,2485.1,7.677%,2.533,,3.289
NBFC045,BaseFin 45 Ltd,BASE LAYER,West,FY25Q2,30/09/2024,MSME,2900.05,4.063,0.975,23.94,3.3
NBFC010,UpperFin 10 Ltd,UPPER LAYER,West,FY23Q2,30-09-2022,Retail (Vehicle),19857.01,4.851%,1.746,30.13,2.032
NBFC048,BaseFin 48 Ltd,BL,East,FY23Q2,30-09-2022,MSME,1889.14,5.751,2.07,25.12,1.764
NBFC059,BaseFin 59 Ltd,Base Layer,Central,FY21Q4,2021-03-31,Retail (Personal/Unsecured),2864.27,10.311,4.64,27.55,1.585
NBFC044,BaseFin 44 Ltd,Base Layer,Central,FY21Q4,2021-03-31,Retail (Vehicle),2029.51,5.672,2.552,25.87,1.01
NBFC041,BaseFin 41 Ltd,Base Layer,South,FY23Q2,2022-09-30,Retail (Vehicle),1392.8,4.871,1.754,26.55,2.02
NBFC047,BaseFin 47 Ltd,Base Layer,North,FY25Q2,2024-09-30,Microfinance,2150.12,6.095,1.463,27.37,3.262
NBFC031,MiddleFin 31 Ltd,ML,South,FY25Q2,30-09-2024,Retail (Housing),27243.23,1.569,0.377,28.98,2.733
NBFC035,MiddleFin 35 Ltd,middle layer,West,FY25Q4,31/03/2025,Retail (Personal/Unsecured),34663.75,4.66,0.979,28.31,3.121
NBFC058,BaseFin 58 Ltd,Base Layer,East,FY22Q4,2022-03-31,Retail (Housing),842.40,2.909%,1.135,24.81,2.191
NBFC034,MiddleFin 34 Ltd,  Middle Layer ,Central,FY25Q2,30/09/2024,MSME,21625.64,4.076,0.978,null,3.163
NBFC048,BaseFin 48 Ltd,BL,East,FY24Q4,31/03/2024,Retail (Gold),"3,187.93",0.765,0.207,27.17%,2.892
NBFC002,UpperFin 02 Ltd,Upper Layer,North,FY23Q2,2022-09-30,Retail (Vehicle),28663.59,4.811,1.732,26.28,2.453
NBFC044,BaseFin 44 Ltd,base layer,Central,FY24Q4,2024-03-31,Infrastructure,458.32,1.885,0.509,26.08,3.476
  NBFC056 ,BaseFin 56 Ltd,Base Layer,South,FY24Q4,2024-03-31,Retail (Personal/Unsecured),1990.88,3.857,1.041,999,2.888
NBFC057,BaseFin 57 Ltd,Base Layer,North,FY23Q2,30/09/2022,Retail (Vehicle),"2,388.48",4.633%,1.668,26.52,2.551
NBFC033,MiddleFin 33 Ltd,Middle Layer,East,FY24Q4,2024-03-31,Wholesale/Corporate,9350.41,2.476,0.669,28.18,3.632
NBFC029,MiddleFin 29 Ltd,Middle Layer,Central,FY25Q4,31/03/2025,Wholesale/Corporate,23455.27,3.171,0.666,28.65,3.083
NBFC043,BaseFin 43 Ltd,Base Layer,East,FY24Q2,30/09/2023,Infrastructure,308.27,3.099,0.93,28.32,2.631
NBFC011,UpperFin 11 Ltd,UPPER LAYER,South,FY24Q2,30/09/2023,Wholesale/Corporate,"11,641.24",3.742,1.123,27.37,3.173
NBFC014,UpperFin 14 Ltd,UPPER LAYER,Central,FY23Q4,31/03/2023,Retail (Vehicle),20940.63,3.532,1.166,25.93,3.404
  NBFC030 ,MiddleFin 30 Ltd,Middle Layer,West,FY25Q4,31/03/2025,Retail (Personal/Unsecured),"29,490.08",4.863,1.021,22.94,2.608
  NBFC003 ,UpperFin 03 Ltd,UPPER LAYER,East,FY21Q4,2021-03-31,MSME,13037.18,7.635,3.436,26.64,1.861
NBFC035,MiddleFin 35 Ltd,Middle Layer,West,FY25Q4,2025-03-31,Infrastructure,19807.85,2.406,0.505,26.07,2.557
NBFC011,UpperFin 11 Ltd,Upper Layer,South,FY25Q2,30-09-2024,Infrastructure,16171.61,2.788,0.669,26.59,2.497
NBFC015,UpperFin 15 Ltd,upper layer,West,FY22Q4,2022-03-31,Wholesale/Corporate,11423.02,6.006,2.342,29.1,2.202
NBFC004,UpperFin 04 Ltd,Upper Layer,Central,FY24Q2,30-09-2023,Microfinance,3504.35,7.109%,2.133,29.54,3.437
NBFC017,MiddleFin 17 Ltd,middle layer,North,FY24Q4,2024-03-31,Infrastructure,21858.07,1.979,-,28.75,2.901
NBFC001,UpperFin 01 Ltd,Upper Layer,South,FY24Q2,30-09-2023,Retail (Personal/Unsecured),13591.72,6.092,1.828,25.3,2.717
  NBFC008 ,UpperFin 08 Ltd,Upper Layer,East,FY24Q4,2024-03-31,Retail (Housing),39132.5,1.228,0.332,28.02,2.866
  NBFC060 ,BaseFin 60 Ltd,Base Layer,West,FY24Q2,30-09-2023,Retail (Vehicle),2329.3,3.612,1.084,26.77,2.647
NBFC029,MiddleFin 29 Ltd,Middle Layer,Central,FY25Q4,31/03/2025,Retail (Gold),23455.27,0.987,0.207,26.71,3.13
NBFC045,BaseFin 45 Ltd,Base Layer,West,FY23Q4,31/03/2023,MSME,2233.61,4.653,1.535,30.34,2.405
NBFC011,UpperFin 11 Ltd,  Upper Layer ,South,FY22Q4,2022-03-31,Wholesale/Corporate,9131.52,5.749,2.242,29.12,2.141
NBFC014,UpperFin 14 Ltd,Upper Layer,Central,FY24Q2,30-09-2023,Retail (Gold),6850.2,1.215,0.364,25.47,3.246
NBFC052,BaseFin 52 Ltd,Base Layer,North,FY23Q4,31/03/2023,Infrastructure,307.46,3.161,1.043,25.28,3.118
NBFC020,MiddleFin 20 Ltd,Middle Layer,West,FY24Q4,31/03/2024,Retail (Gold),27203.11,0.781%,0.211,25.47,3.62
NBFC008,UpperFin 08 Ltd,Upper Layer,East,FY23Q4,31/03/2023,Retail (Housing),32202.78,1.883,0.621,26.56,3.311
NBFC037,MiddleFin 37 Ltd,Middle Layer,North,FY24Q2,2023-09-30,Retail (Vehicle),"22,808.21",3.361,1.008,27.17,2.92
  NBFC042 ,BaseFin 42 Ltd,Base Layer,North,FY22Q2,30-09-2021,GOLD LOAN,2823.96,1.978,0.831,27.34,1.63
NBFC010,UpperFin 10 Ltd,Upper Layer,West,FY24Q2,2023-09-30,Wholesale/Corporate,14031.77,3.754,1.126,27.81,2.926
NBFC020,MiddleFin 20 Ltd,Middle Layer,West,FY23Q4,2023-03-31,Microfinance,26863.07,7.311,2.413,26.48,2.796
NBFC053,BaseFin 53 Ltd,Base Layer,East,FY25Q2,2024-09-30,Retail (Gold),1829.62,1.063,0.255,24.46,3.317
NBFC005,UpperFin 05 Ltd,Upper Layer,West,FY25Q4,2025-03-31,Wholesale/Corporate,14990.73,3.03,0.636,28.34,2.756
NBFC052,BaseFin 52 Ltd,BL,North,FY22Q4,31/03/2022,Retail (Vehicle),1840.86,5.234,2.041,29.22,1.273
NBFC006,UpperFin 06 Ltd,UL,South,FY24Q4,31/03/2024,Retail (Housing),40682.27,1.19,0.321,27.82,3.12
NBFC011,UpperFin 11 Ltd,UPPER LAYER,South,FY23Q2,30-09-2022,Retail (Vehicle),"16,474.06",4.945,1.78,25.12,1.711
NBFC019,MiddleFin 19 Ltd,Middle Layer,Central,FY24Q2,30-09-2023,MSME,30023.81,4.305,1.291,,2.546
NBFC058,BaseFin 58 Ltd,Base Layer,East,FY22Q2,30-09-2021,Retail (Vehicle),1399.39,6.221,2.613,28.88,2.082
NBFC031,MiddleFin 31 Ltd,Middle Layer,South,FY22Q4,31-03-2022,  MSME ,20511.02,6.43,2.508,26.95,1.729
NBFC031,MiddleFin 31 Ltd,Middle Layer,South,FY22Q4,31/03/2022,GOLD LOAN,"12,819.39",1.742,0.679,26.17,1.171
NBFC028,MiddleFin 28 Ltd,ML,East,FY24Q2,30-09-2023,Retail (Vehicle),37172.75,3.653,1.096,28.01,3.302
NBFC031,MiddleFin 31 Ltd,Middle Layer,South,FY24Q4,31-03-2024,MSME,"29,140.39",2.799,0.756,24.32,3.438
NBFC017,MiddleFin 17 Ltd,Middle Layer,North,FY21Q4,2021-03-31,gold,17283.98,1.91,0.859,24.12,1.181
NBFC006,UpperFin 06 Ltd,Upper Layer,South,FY22Q2,30/09/2021,Retail (Housing),"27,182.06",3.284,1.379,25.03,1.802
NBFC060,BaseFin 60 Ltd,Base Layer,West,FY22Q2,2021-09-30,Retail (Personal/Unsecured),2229.97,9.746,4.093,28.88,1.436
NBFC055,BaseFin 55 Ltd,Base Layer,West,FY22Q2,2021-09-30,Retail (Housing),748.36,3.159,1.327,24.49,1.753
NBFC048,BaseFin 48 Ltd,Base Layer,East,FY22Q2,30/09/2021,Retail (Personal/Unsecured),"2,130.03",10.428%,4.38,24.44,1.275
NBFC015,UpperFin 15 Ltd,Upper Layer,West,FY23Q4,31-03-2023,Retail (Housing),24484.22,2.012,0.664,28.68,3.134
NBFC027,MiddleFin 27 Ltd,Middle Layer,North,FY23Q2,30-09-2022,Retail (Personal/Unsecured),18829.29,7.858,2.829,25.92,1.787
NBFC045,BaseFin 45 Ltd,Base Layer,West,FY22Q4,31-03-2022,Retail (Personal/Unsecured),2456.33,9.542,null,25.03,2.04
NBFC060,BaseFin 60 Ltd,base layer,West,FY23Q4,2023-03-31,Wholesale/Corporate,915.49,4.006,1.322,29.17,3.071
NBFC032,MiddleFin 32 Ltd,Middle  Layer,North,FY23Q4,2023-03-31,Wholesale/Corporate,11238.57,4.239,1.399,30.09,2.886
NBFC047,BaseFin 47 Ltd,Base Layer,North,FY23Q2,30-09-2022,Retail (Housing),613.29,2.363,0.851,25.64,1.823
NBFC052,BaseFin 52 Ltd,Base Layer,North,FY23Q4,31-03-2023,Microfinance,"3,074.59",7.323,2.417,28.4,2.939
NBFC030,MiddleFin 30 Ltd,Middle Layer,West,FY25Q2,30/09/2024,Retail (Housing),27714.49,1.619%,0.389,24.84,3.239
NBFC018,MiddleFin 18 Ltd,Middle Layer,East,FY22Q2,30/09/2021,  Wholesale/Corporate ,"15,779.65",6.782,2.848,24.93,1.378
NBFC027,MiddleFin 27 Ltd,Middle Layer,North,FY22Q2,2021-09-30,Retail (Vehicle),18871.32,6.26%,2.629,23.89,1.794
  NBFC044 ,BaseFin 44 Ltd,Base Layer,Central,FY24Q4,31/03/2024,Retail (Gold),4124.91,0.783,0.211,24.33%,3.887
NBFC051,BaseFin 51 Ltd,BL,South,FY22Q4,31-03-2022,Infrastructure,206.25,4.545,1.773,26.91,1.449
NBFC046,BaseFin 46 Ltd,Base Layer,South,FY24Q4,31-03-2024,Microfinance,4224.71,4.623,1.248,24.39,2.759
NBFC017,MiddleFin 17 Ltd,Middle Layer,North,FY22Q2,30/09/2021,Retail (Gold),"18,255.72",2.013,0.845,23.91,1.973
NBFC014,UpperFin 14 Ltd,Upper Layer,Central,FY24Q2,30-09-2023,Retail (Gold),6850.2,1.215,0.364,25.47,3.246
NBFC050,BaseFin 50 Ltd,Base Layer,West,FY25Q4,31-03-2025,Microfinance,5304.26,5.574,1.171,27.92,2.272
NBFC058,BaseFin 58 Ltd,Base Layer,East,FY21Q4,2021-03-31,Infrastructure,189.27,4.946%,2.226,23.65,1.571
NBFC017,MiddleFin 17 Ltd,Middle Layer,North,FY23Q2,2022-09-30,MSME,33307.54,5.995,2.158,29.59,2.634
NBFC040,MiddleFin 40 Ltd,middle layer,West,FY22Q2,30/09/2021,Retail (Vehicle),12782.51,5.887,2.473,24.83,1.487
NBFC020,MiddleFin 20 Ltd,Middle Layer,West,FY24Q2,2023-09-30,Retail (Vehicle),39055.89,3.675,1.102,27.52,3.59
NBFC039,MiddleFin 39 Ltd,Middle Layer,Central,FY21Q4,2021-03-31,Microfinance,18446.15,12.269,5.521,27.92,1.53
NBFC026,MiddleFin 26 Ltd,Middle Layer,South,FY23Q4,2023-03-31,Retail (Housing),21361.8,2.024,0.668,27.85,-
NBFC002,UpperFin 02 Ltd,Upper Layer,North,FY24Q2,30-09-2023,Retail (Personal/Unsecured),16879.05,5.587,1.676,29.14,3.304
NBFC013,UpperFin 13 Ltd,Upper Layer,East,FY22Q2,2021-09-30,Retail (Personal/Unsecured),"6,790.25",10.424,4.378,23.46,1.606
NBFC014,UpperFin 14 Ltd,Upper Layer,Central,FY21Q4,31-03-2021,Retail (Housing),"17,707.14",3.091,1.391,23.4,1.82
NBFC034,MiddleFin 34 Ltd,Middle Layer,Central,FY23Q2,2022-09-30,Retail (Housing),13493.44,2.574%,0.927,29.81,2.353
NBFC004,UpperFin 04 Ltd,Upper Layer,Central,FY25Q4,31/03/2025,  Microfinance ,4440.0,5.478,1.15,28.39,2.553
NBFC020,MiddleFin 20 Ltd,Middle Layer,West,FY24Q2,30-09-2023,Retail (Personal/Unsecured),"34,173.90",6.094,1.828,25.92,3.334
NBFC007,UpperFin 07 Ltd,Upper Layer,North,FY22Q4,2022-03-31,Retail (Personal/Unsecured),"4,787.94",9.434,3.679,26.12,1.705
  NBFC010 ,UpperFin 10 Ltd,Upper Layer,West,FY22Q4,31-03-2022,Retail (Gold),5503.34,1.788,0.697,24.1,1.165
NBFC057,BaseFin 57 Ltd,Base Layer,North,FY24Q2,2023-09-30,Retail (Housing),"1,607.43",1.831,0.549,27.28,2.74
NBFC048,BaseFin 48 Ltd,BL,East,FY22Q4,31-03-2022,Retail (Vehicle),1745.24,5.404,2.108,27.41,1.883
NBFC015,UpperFin 15 Ltd,Upper Layer,West,FY23Q4,31/03/2023,MSME,13355.03,4.742,1.565,25.99,2.32
NBFC041,BaseFin 41 Ltd,Base Layer,South,FY24Q4,31/03/2024,GOLD LOAN,2350.35,0.752,0.203,27.23,3.4
NBFC058,BaseFin 58 Ltd,Base Layer,East,FY23Q4,31-03-2023,MSME,1723.53,4.41,1.455,27.28,2.945
NBFC040,MiddleFin 40 Ltd,Middle Layer,West,FY23Q4,31-03-2023,Microfinance,11807.46,7.668,2.53,30.17,3.232
NBFC046,BaseFin 46 Ltd,BASE LAYER,South,FY25Q2,30/09/2024,Retail (Gold),4062.51,1.014,0.243,24.12,3.038
NBFC022,MiddleFin 22 Ltd,Middle Layer,North,FY23Q4,31/03/2023,Wholesale/Corporate,"9,926.01",4.253,1.403,28.31,3.404
NBFC023,MiddleFin 23 Ltd,Middle Layer,East,FY25Q2,30/09/2024,  Wholesale/Corporate ,21717.31,3.56,0.854,28.13,null
NBFC041,BaseFin 41 Ltd,Base Layer,South,FY24Q4,31-03-2024,Microfinance,2611.5,4.479,1.209,27.75,3.744
NBFC038,MiddleFin 38 Ltd,Middle Layer,East,FY24Q4,31-03-2024,Retail (Vehicle),14725.05,2.421,0.654,NA,3.381
NBFC041,BaseFin 41 Ltd,BL,South,FY24Q2,2023-09-30,Retail (Vehicle),1640.35,3.638,1.091,24.79,3.088
NBFC024,MiddleFin 24 Ltd,Middle Layer,Central,FY25Q4,31-03-2025,Retail (Vehicle),18077.24,2.799,0.588,27.35,2.754
NBFC003,UpperFin 03 Ltd,Upper Layer,East,FY22Q4,2022-03-31,Retail (Vehicle),"24,177.01",5.2%,2.028,28.71,1.421
NBFC034,MiddleFin 34 Ltd,Middle Layer,Central,FY23Q2,30-09-2022,Retail (Personal/Unsecured),13493.44,7.772,2.798,25.35,1.623
NBFC024,MiddleFin 24 Ltd,ML,Central,FY24Q4,2024-03-31,Infrastructure,"7,950.20",1.929,0.521,25.54,3.577
NBFC048,BaseFin 48 Ltd,Base Layer,East,FY23Q2,30/09/2022,Retail (Gold),2428.9,1.549,0.558,26.77%,2.468
NBFC027,MiddleFin 27 Ltd,Middle Layer,North,FY22Q4,2022-03-31,MSME,19880.03,7.037,2.744,25.59,1.457
NBFC048,BaseFin 48 Ltd,Base Layer,East,FY22Q4,2022-03-31,Microfinance,2493.21,10.873,4.24,28.89%,NA
NBFC027,MiddleFin 27 Ltd,Middle Layer,North,FY24Q4,2024-03-31,Retail (Housing),24713.44,1.227,0.331,26.98,2.835
NBFC020,MiddleFin 20 Ltd,  Middle Layer ,West,FY24Q4,31/03/2024,Microfinance,32643.73,4.54,1.226,28.09,3.603
NBFC040,MiddleFin 40 Ltd,Middle  Layer,West,FY25Q4,31-03-2025,Infrastructure,10875.1,2.58,0.542,28.08,3.081
NBFC009,UpperFin 09 Ltd,UPPER LAYER,Central,FY23Q2,30-09-2022,MSME,15965.49,5.712,2.056,26.26,2.599
NBFC002,UpperFin 02 Ltd,Upper Layer,North,FY23Q4,2023-03-31,Retail (Housing),34054.8,2.026,0.669,29.65,3.499
NBFC012,UpperFin 12 Ltd,Upper Layer,North,FY25Q4,2025-03-31,Retail (Housing),26212.04,1.511,0.317,27.41,2.572
NBFC045,BaseFin 45 Ltd,Base Layer,West,FY21Q4,31-03-2021,Retail (Housing),981.15,3.077,1.385,,-
NBFC032,MiddleFin 32 Ltd,Middle Layer,North,FY22Q2,2021-09-30,Retail (Personal/Unsecured),12774.98,9.59,4.028,25.64,1.777
NBFC001,UpperFin 01 Ltd,Upper Layer,South,FY23Q2,30/09/2022,  MSME ,13848.68,5.722,2.06,28.97,1.664
NBFC028,MiddleFin 28 Ltd,Middle Layer,East,FY22Q2,30-09-2021,Infrastructure,13839.61,5.06,2.125,27.18,1.244
NBFC047,BaseFin 47 Ltd,Base Layer,North,FY25Q4,2025-03-31,Infrastructure,228.79,2.388,0.501,24.71,3.059
NBFC033,MiddleFin 33 Ltd,Middle Layer,East,FY24Q2,30-09-2023,Infrastructure,6712.26,3.065,0.919,25.19,2.545
NBFC021,MiddleFin 21 Ltd,Middle  Layer,South,FY21Q4,31-03-2021,Retail (Vehicle),13227.29,6.14%,2.763,27.58%,1.595
NBFC013,UpperFin 13 Ltd,Upper Layer,East,FY24Q4,31-03-2024,Retail (Personal/Unsecured),10162.7,3.706%,1.001,26.96,3.666
NBFC009,UpperFin 09 Ltd,Upper Layer,Central,FY25Q4,2025-03-31,MSME,"23,823.50",3.709%,0.779,26.19%,2.755
NBFC054,BaseFin 54 Ltd,Base Layer,Central,FY22Q4,31-03-2022,Retail (Housing),850.24,2.984,1.164,26.85,2.178
NBFC003,UpperFin 03 Ltd,Upper Layer,East,FY22Q2,30/09/2021,msme,13770.16,7.11,2.986,24.67,1.377
NBFC059,BaseFin 59 Ltd,Base Layer,Central,FY25Q2,30/09/2024,Retail (Personal/Unsecured),"4,837.79",5.121,1.229,26.03%,3.583
NBFC023,MiddleFin 23 Ltd,Middle Layer,East,FY23Q4,31/03/2023,Retail (Gold),17061.09,1.275,0.421,28.51,3.182
NBFC028,MiddleFin 28 Ltd,Middle Layer,East,FY25Q4,31-03-2025,Retail (Personal/Unsecured),41210.59,4.924%,1.034,28.09,2.834
NBFC056,BaseFin 56 Ltd,Base Layer,South,FY24Q2,30/09/2023,Retail (Housing),793.98,1.934,0.58,26.58,3.228
NBFC040,MiddleFin 40 Ltd,Middle  Layer,West,FY23Q4,2023-03-31,Retail (Housing),13775.37,2.029,0.67,29.77,2.498
NBFC022,MiddleFin 22 Ltd,Middle Layer,North,FY25Q2,30-09-2024,Infrastructure,10310.13,2.643,0.634,24.69,2.813
NBFC001,UpperFin 01 Ltd,UPPER LAYER,South,FY25Q4,2025-03-31,MSME,20664.82,3.574,0.751,25.04,2.677
NBFC034,MiddleFin 34 Ltd,Middle Layer,Central,FY24Q2,30/09/2023,Retail (Housing),15891.68,1.881,0.564,28.69,3.61
NBFC006,UpperFin 06 Ltd,Upper Layer,South,FY22Q4,31-03-2022,Wholesale/Corporate,"15,619.09",5.783,2.255,24.09,2.258
NBFC032,MiddleFin 32 Ltd,  Middle Layer ,North,FY23Q4,31/03/2023,Retail (Personal/Unsecured),15734.0,6.015,1.985,26.69,3.37
NBFC057,BaseFin 57 Ltd,Base Layer,North,FY23Q2,30/09/2022,Retail (Gold),3070.9,1.574,0.567,25.44%,2.12
NBFC041,BaseFin 41 Ltd,Base Layer,South,FY22Q4,2022-03-31,Wholesale/Corporate,551.45,5.908,2.304,26.73,1.486
